Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity
Nissan,Maxima,2016,premium unleaded (recommended),300,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,22,2009
Nissan,Maxima,2016,premium unleaded (recommended),300,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,22,2009
Nissan,Maxima,2016,premium unleaded (recommended),300,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,22,2009
Nissan,Maxima,2016,premium unleaded (recommended),300,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,22,2009
Nissan,Maxima,2016,premium unleaded (recommended),300,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,22,2009
Nissan,Maxima,2010,premium unleaded (recommended),300,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,21,2009
Nissan,Maxima,2017,premium unleaded (recommended),300,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,21,1557
Nissan,Maxima,2017,premium unleaded (recommended),300,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,21,2009
Nissan,Maxima,2017,premium unleaded (recommended),300,5,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,21,2009
Nissan,Maxima,2017,premium unleaded (recommended),300,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,21,2009
Mercedes-Benz,Maybach,2016,premium unleaded (required),523,12,AUTOMATIC,rear wheel drive,4,Large,Sedan,20,13,617
Mercedes-Benz,Maybach,2017,premium unleaded (required),523,12,AUTOMATIC,rear wheel drive,4,Large,Sedan,21,13,617
Mazda,Mazdaspeed 3,2011,premium unleaded (required),263,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,25,18,1557
Mazda,Mazdaspeed 3,2012,premium unleaded (required),263,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,25,18,586
Mazda,Mazdaspeed 3,2013,premium unleaded (required),263,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,25,18,586
Mazda,Mazdaspeed 6,2006,premium unleaded (required),274,4,MANUAL,all wheel drive,4,Midsize,Sedan,23,17,586
Mazda,Mazdaspeed 6,2006,premium unleaded (required),274,4,MANUAL,all wheel drive,4,Midsize,Sedan,23,17,586
Mazda,Mazdaspeed 6,2010,premium unleaded (required),274,4,MANUAL,all wheel drive,4,Midsize,Sedan,23,17,586
Mazda,Mazdaspeed 6,2007,premium unleaded (required),274,4,MANUAL,all wheel drive,4,Midsize,Sedan,26,17,586
Mazda,Mazdaspeed MX-5 Miata,2004,premium unleaded (required),178,4,MANUAL,rear wheel drive,2,Compact,Convertible,24,18,586
Mazda,Mazdaspeed MX-5 Miata,2005,premium unleaded (required),178,4,MANUAL,rear wheel drive,2,Compact,Convertible,24,18,586
Mazda,Mazdaspeed MX-5 Miata,2005,premium unleaded (required),178,5,MANUAL,rear wheel drive,2,Compact,Convertible,24,18,586
Mazda,Mazdaspeed Protege,2003,premium unleaded (required),170,4,MANUAL,front wheel drive,4,Compact,Sedan,27,21,586
Mazda,Mazdaspeed Protege,2003,premium unleaded (required),170,4,MANUAL,front wheel drive,4,Compact,Sedan,27,21,586
BMW,M,2001,premium unleaded (required),315,6,MANUAL,rear wheel drive,2,Compact,Coupe,23,15,3916
BMW,M,2001,premium unleaded (required),315,6,MANUAL,rear wheel drive,2,Compact,Convertible,23,15,3916
BMW,M,2002,premium unleaded (required),315,6,MANUAL,rear wheel drive,2,Compact,Coupe,25,17,3916
BMW,M,2006,premium unleaded (required),249,6,MANUAL,rear wheel drive,2,Compact,Coupe,22,14,3916
BMW,M,2006,premium unleaded (required),330,6,MANUAL,rear wheel drive,2,Compact,Convertible,22,14,3916
Acura,MDX,2015,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,27,19,204
Acura,MDX,2015,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,27,18,204
Acura,MDX,2010,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,27,18,204
Acura,MDX,2015,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,28,20,204
Acura,MDX,2015,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,28,20,204
Acura,MDX,2015,premium unleaded (recommended),290,5,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,28,20,204
Acura,MDX,2015,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,27,18,204
Acura,MDX,2015,premium unleaded (recommended),290,5,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,28,20,204
Acura,MDX,2016,premium unleaded (recommended),290,5,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,27,19,204
Acura,MDX,2016,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,27,19,204
Acura,MDX,2016,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,26,18,204
Acura,MDX,2016,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,27,19,204
Acura,MDX,2016,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,3,Midsize,4dr SUV,26,19,204
Acura,MDX,2016,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,26,18,204
Acura,MDX,2016,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,27,20,204
Acura,MDX,2016,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,26,18,204
Acura,MDX,2016,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,26,18,204
Acura,MDX,2016,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,26,18,204
Acura,MDX,2016,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,27,20,204
Acura,MDX,2016,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,26,18,204
Acura,MDX,2016,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,27,19,204
Acura,MDX,2016,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,27,19,204
Acura,MDX,2016,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,27,19,204
Acura,MDX,2016,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,26,19,204
Acura,MDX,2017,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,26,19,204
Acura,MDX,2017,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,27,19,204
Acura,MDX,2017,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,26,18,204
Acura,MDX,2017,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,26,18,204
Acura,MDX,2017,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,26,19,204
Acura,MDX,2017,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,27,20,204
Acura,MDX,2017,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,27,19,204
Acura,MDX,2017,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,27,19,204
Acura,MDX,2017,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,26,18,204
Acura,MDX,2017,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,27,20,204
Mercedes-Benz,Metris,2016,premium unleaded (recommended),208,4,AUTOMATIC,rear wheel drive,4,Compact,Passenger Minivan,23,20,617
Mercedes-Benz,Metris,2016,premium unleaded (recommended),208,4,AUTOMATIC,rear wheel drive,3,Large,Cargo Minivan,24,21,1557
Chevrolet,Metro,1999,regular unleaded,55,3,MANUAL,front wheel drive,2,Compact,2dr Hatchback,42,34,1385
Chevrolet,Metro,1999,regular unleaded,79,4,MANUAL,front wheel drive,4,Compact,Sedan,39,33,1557
Chevrolet,Metro,1999,regular unleaded,79,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,26,33,1385
Chevrolet,Metro,2000,regular unleaded,79,4,MANUAL,front wheel drive,4,Compact,Sedan,38,31,1385
Chevrolet,Metro,2000,regular unleaded,55,3,MANUAL,front wheel drive,2,Compact,2dr Hatchback,41,32,1385
Chevrolet,Metro,2000,regular unleaded,79,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,38,31,1385
Chevrolet,Metro,2001,regular unleaded,79,4,AUTOMATIC,front wheel drive,4,Compact,Sedan,31,26,1385
Mitsubishi,Mighty Max Pickup,1994,regular unleaded,116,4,MANUAL,rear wheel drive,2,Compact,Regular Cab Pickup,23,18,436
Mitsubishi,Mighty Max Pickup,1994,regular unleaded,116,6,MANUAL,four wheel drive,2,Compact,Regular Cab Pickup,20,15,436
Mitsubishi,Mighty Max Pickup,1994,regular unleaded,151,5,MANUAL,rear wheel drive,3,Compact,Extended Cab Pickup,23,18,436
Mitsubishi,Mighty Max Pickup,1995,regular unleaded,116,4,MANUAL,rear wheel drive,2,Compact,Regular Cab Pickup,23,18,436
Mitsubishi,Mighty Max Pickup,1996,regular unleaded,116,4,MANUAL,rear wheel drive,2,Compact,Regular Cab Pickup,23,18,436
Mazda,Millenia,2000,regular unleaded,210,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,25,17,586
Mazda,Millenia,2000,regular unleaded,210,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,25,17,586
Mazda,Millenia,2000,regular unleaded,170,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,24,17,586
Mazda,Millenia,2001,premium unleaded (required),210,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,26,17,586
Mazda,Millenia,2001,regular unleaded,170,6,AUTOMATIC,front wheel drive,3,Midsize,Sedan,24,17,586
Mazda,Millenia,2002,regular unleaded,170,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,24,17,586
Mazda,Millenia,2002,premium unleaded (required),210,5,AUTOMATIC,front wheel drive,4,Midsize,Sedan,25,17,586
Mazda,Millenia,2002,premium unleaded (required),210,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,25,17,586
Mazda,Millenia,2002,regular unleaded,170,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,24,19,586
Infiniti,M,2012,premium unleaded (required),330,6,AUTOMATIC,all wheel drive,4,Large,Sedan,24,17,190
Infiniti,M,2012,premium unleaded (required),330,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,26,18,190
Infiniti,M,2012,premium unleaded (recommended),360,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,32,27,190
Infiniti,M,2012,premium unleaded (required),420,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,24,16,190
Infiniti,M,2012,premium unleaded (required),420,8,AUTOMATIC,all wheel drive,4,Large,Sedan,23,16,190
Infiniti,M,2013,premium unleaded (required),420,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,24,16,190
Infiniti,M,2013,premium unleaded (required),360,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,26,27,190
Infiniti,M,2013,premium unleaded (required),330,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,26,18,190
Infiniti,M,2013,premium unleaded (required),420,8,AUTOMATIC,all wheel drive,4,Large,Sedan,23,16,190
Infiniti,M,2013,premium unleaded (required),330,6,AUTOMATIC,all wheel drive,4,Large,Sedan,24,17,190
Mitsubishi,Mirage G4,2017,regular unleaded,78,3,MANUAL,front wheel drive,4,Compact,Sedan,40,33,1557
Mitsubishi,Mirage G4,2017,regular unleaded,78,3,AUTOMATIC,front wheel drive,4,Compact,Sedan,42,35,436
Mitsubishi,Mirage G4,2017,regular unleaded,78,3,AUTOMATIC,front wheel drive,4,Compact,Sedan,42,35,436
Mitsubishi,Mirage,2014,regular unleaded,249,3,MANUAL,front wheel drive,4,Compact,4dr Hatchback,42,34,436
Mitsubishi,Mirage,2014,regular unleaded,74,3,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,44,19,436
Mitsubishi,Mirage,2014,regular unleaded,74,3,MANUAL,front wheel drive,4,Compact,4dr Hatchback,42,34,436
Mitsubishi,Mirage,2014,regular unleaded,74,3,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,44,37,436
Mitsubishi,Mirage,2015,regular unleaded,74,3,MANUAL,front wheel drive,4,Compact,4dr Hatchback,42,34,436
Mitsubishi,Mirage,2015,regular unleaded,74,3,MANUAL,front wheel drive,4,Compact,4dr Hatchback,42,34,436
Mitsubishi,Mirage,2015,regular unleaded,74,3,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,44,37,436
Mitsubishi,Mirage,2015,regular unleaded,74,3,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,44,37,436
Mitsubishi,Mirage,2015,regular unleaded,74,3,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,26,37,436
Mitsubishi,Mirage,2017,regular unleaded,78,3,MANUAL,front wheel drive,4,Compact,4dr Hatchback,41,33,436
Mitsubishi,Mirage,2017,regular unleaded,78,3,MANUAL,front wheel drive,4,Compact,4dr Hatchback,41,33,436
Mitsubishi,Mirage,2017,regular unleaded,78,3,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,43,37,436
Mitsubishi,Mirage,2017,regular unleaded,78,3,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,43,37,436
Mitsubishi,Mirage,2017,regular unleaded,78,3,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,43,37,436
Lincoln,MKC,2015,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Compact,4dr SUV,29,20,61
Lincoln,MKC,2015,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,26,19,61
Lincoln,MKC,2015,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Compact,4dr SUV,29,20,1557
Lincoln,MKC,2015,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,26,19,61
Lincoln,MKC,2016,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Compact,4dr SUV,29,20,61
Lincoln,MKC,2016,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,26,19,61
Lincoln,MKC,2016,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,26,19,61
Lincoln,MKC,2016,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Compact,4dr SUV,29,20,61
Lincoln,MKC,2016,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Compact,4dr SUV,29,20,61
Lincoln,MKC,2016,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,26,19,61
Lincoln,MKC,2016,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Compact,4dr SUV,29,20,61
Lincoln,MKC,2016,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,26,19,61
Lincoln,MKC,2017,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,25,19,61
Lincoln,MKC,2017,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Compact,4dr SUV,28,21,61
Lincoln,MKC,2017,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,25,19,61
Lincoln,MKC,2017,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Compact,4dr SUV,28,21,61
Lincoln,MKC,2017,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Compact,4dr SUV,28,21,61
Lincoln,MKC,2017,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,25,19,61
Lincoln,MKC,2017,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Compact,4dr SUV,28,21,61
Lincoln,MKC,2017,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,25,19,61
Lincoln,MKS,2014,regular unleaded,304,6,AUTOMATIC,front wheel drive,4,Large,Sedan,28,19,61
Lincoln,MKS,2014,regular unleaded,304,5,AUTOMATIC,all wheel drive,4,Large,Sedan,26,18,61
Lincoln,MKS,2014,premium unleaded (recommended),365,6,AUTOMATIC,all wheel drive,4,Large,Sedan,25,17,61
Lincoln,MKS,2015,premium unleaded (recommended),365,6,AUTOMATIC,all wheel drive,4,Large,Sedan,25,17,61
Lincoln,MKS,2015,regular unleaded,305,6,AUTOMATIC,front wheel drive,4,Large,Sedan,28,19,61
Lincoln,MKS,2015,regular unleaded,305,6,AUTOMATIC,all wheel drive,4,Large,Sedan,26,18,61
Lincoln,MKS,2016,regular unleaded,350,6,AUTOMATIC,all wheel drive,4,Large,Sedan,24,17,61
Lincoln,MKS,2016,regular unleaded,350,6,AUTOMATIC,front wheel drive,4,Large,Sedan,26,17,61
Lincoln,MKS,2016,premium unleaded (recommended),365,6,AUTOMATIC,all wheel drive,4,Large,Sedan,24,16,61
Lincoln,MKT,2015,premium unleaded (recommended),365,6,AUTOMATIC,all wheel drive,4,Large,Wagon,23,16,61
Lincoln,MKT,2015,regular unleaded,303,6,AUTOMATIC,front wheel drive,4,Large,Wagon,25,17,61
Lincoln,MKT,2016,regular unleaded,303,6,AUTOMATIC,front wheel drive,4,Large,Wagon,24,16,61
Lincoln,MKT,2016,premium unleaded (recommended),365,5,AUTOMATIC,all wheel drive,4,Large,Wagon,21,15,61
Lincoln,MKT,2017,regular unleaded,303,5,AUTOMATIC,front wheel drive,4,Large,Wagon,24,16,61
Lincoln,MKT,2017,premium unleaded (recommended),365,5,AUTOMATIC,all wheel drive,4,Large,Wagon,21,19,61
Lincoln,MKX,2015,regular unleaded,305,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,23,17,61
Lincoln,MKX,2015,regular unleaded,305,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,26,18,61
Lincoln,MKX,2016,regular unleaded,303,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,26,17,61
Lincoln,MKX,2016,regular unleaded,303,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,26,17,61
Lincoln,MKX,2016,regular unleaded,303,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,26,17,61
Lincoln,MKX,2016,regular unleaded,303,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,26,17,61
Lincoln,MKX,2016,regular unleaded,303,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,26,17,61
Lincoln,MKX,2016,regular unleaded,303,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,26,17,61
Lincoln,MKX,2016,regular unleaded,303,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,26,17,61
Lincoln,MKX,2016,regular unleaded,303,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,26,17,61
Lincoln,MKX,2017,regular unleaded,303,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,25,17,61
Lincoln,MKX,2017,regular unleaded,303,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,23,16,61
Lincoln,MKX,2017,regular unleaded,303,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,23,16,61
Lincoln,MKX,2017,regular unleaded,303,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,25,17,61
Lincoln,MKX,2017,regular unleaded,303,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,25,17,61
Lincoln,MKX,2017,regular unleaded,303,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,23,16,61
Lincoln,MKX,2017,regular unleaded,303,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,25,17,61
Lincoln,MKX,2017,regular unleaded,303,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,23,16,61
Lincoln,MKZ Hybrid,2011,regular unleaded,191,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,36,41,61
Lincoln,MKZ,2015,regular unleaded,231,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,33,22,61
Lincoln,MKZ,2015,regular unleaded,231,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,33,22,61
Lincoln,MKZ,2015,regular unleaded,188,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,39,41,61
Lincoln,MKZ,2015,regular unleaded,231,4,AUTOMATIC,all wheel drive,4,Midsize,Sedan,31,22,61
Lincoln,MKZ,2015,regular unleaded,188,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,39,41,61
Lincoln,MKZ,2015,regular unleaded,231,4,AUTOMATIC,all wheel drive,4,Midsize,Sedan,31,22,61
Lincoln,MKZ,2016,regular unleaded,231,4,AUTOMATIC,all wheel drive,4,Midsize,Sedan,31,22,61
Lincoln,MKZ,2016,regular unleaded,188,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,39,41,1557
Lincoln,MKZ,2016,regular unleaded,231,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,33,22,61
Lincoln,MKZ,2016,regular unleaded,231,4,AUTOMATIC,all wheel drive,4,Midsize,Sedan,31,22,61
Lincoln,MKZ,2016,regular unleaded,188,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,39,41,61
Lincoln,MKZ,2016,regular unleaded,231,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,33,22,61
Lincoln,MKZ,2017,regular unleaded,249,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,38,41,61
Lincoln,MKZ,2017,premium unleaded (recommended),245,4,AUTOMATIC,all wheel drive,4,Midsize,Sedan,28,20,61
Lincoln,MKZ,2017,regular unleaded,249,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,38,41,61
Lincoln,MKZ,2017,premium unleaded (recommended),245,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,31,21,61
Lincoln,MKZ,2010,premium unleaded (recommended),245,4,AUTOMATIC,all wheel drive,4,Midsize,Sedan,28,20,61
Lincoln,MKZ,2017,premium unleaded (recommended),245,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,31,21,61
Lincoln,MKZ,2017,premium unleaded (recommended),245,4,AUTOMATIC,all wheel drive,4,Midsize,Sedan,28,20,61
Lincoln,MKZ,2017,premium unleaded (recommended),245,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,31,21,61
Lincoln,MKZ,2017,regular unleaded,249,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,38,41,61
Lincoln,MKZ,2017,premium unleaded (recommended),245,4,AUTOMATIC,front wheel drive,3,Midsize,Sedan,31,21,61
Lincoln,MKZ,2017,regular unleaded,249,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,38,41,61
Lincoln,MKZ,2017,premium unleaded (recommended),249,4,AUTOMATIC,all wheel drive,4,Midsize,Sedan,28,19,61
Mercedes-Benz,ML55 AMG,2000,regular unleaded,342,8,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,16,12,617
Tesla,Model S,2010,electric,249,0,DIRECT_DRIVE,rear wheel drive,4,Large,Sedan,90,88,1391
Tesla,Model S,2014,electric,249,0,DIRECT_DRIVE,rear wheel drive,4,Large,Sedan,97,94,1391
Tesla,Model S,2014,electric,249,0,DIRECT_DRIVE,all wheel drive,4,Large,Sedan,94,86,1391
Tesla,Model S,2014,electric,249,0,DIRECT_DRIVE,rear wheel drive,4,Large,Sedan,90,88,1391
Tesla,Model S,2015,electric,249,0,DIRECT_DRIVE,rear wheel drive,4,Large,Sedan,97,94,1391
Tesla,Model S,2015,electric,249,0,DIRECT_DRIVE,all wheel drive,4,Large,Sedan,102,101,1391
Tesla,Model S,2015,electric,249,5,DIRECT_DRIVE,all wheel drive,4,Large,Sedan,106,95,1391
Tesla,Model S,2015,electric,249,0,DIRECT_DRIVE,all wheel drive,4,Large,Sedan,98,89,1391
Tesla,Model S,2015,electric,249,0,DIRECT_DRIVE,rear wheel drive,4,Large,Sedan,90,88,1391
Tesla,Model S,2016,electric,249,0,DIRECT_DRIVE,all wheel drive,3,Large,Sedan,105,102,1391
Tesla,Model S,2016,electric,249,0,DIRECT_DRIVE,all wheel drive,3,Large,Sedan,101,98,1391
Tesla,Model S,2016,electric,249,0,DIRECT_DRIVE,all wheel drive,3,Large,Sedan,105,92,1391
Tesla,Model S,2016,electric,249,0,DIRECT_DRIVE,all wheel drive,3,Large,Sedan,100,97,1557
Tesla,Model S,2016,electric,249,0,DIRECT_DRIVE,all wheel drive,3,Large,Sedan,107,101,1391
Tesla,Model S,2016,electric,249,0,DIRECT_DRIVE,all wheel drive,4,Large,Sedan,102,101,1391
Tesla,Model S,2016,electric,249,0,DIRECT_DRIVE,all wheel drive,4,Large,Sedan,107,101,1391
Tesla,Model S,2016,electric,249,0,DIRECT_DRIVE,all wheel drive,4,Large,Sedan,100,91,1391
Tesla,Model S,2016,electric,249,0,DIRECT_DRIVE,rear wheel drive,3,Large,Sedan,90,88,1391
Dodge,Monaco,1990,regular unleaded,249,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,24,15,1851
Dodge,Monaco,1990,regular unleaded,150,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,24,15,1851
Dodge,Monaco,1991,regular unleaded,150,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,24,16,1851
Dodge,Monaco,1991,regular unleaded,150,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,24,16,1851
Dodge,Monaco,1992,regular unleaded,150,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,24,16,1851
Dodge,Monaco,1992,regular unleaded,150,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,26,16,1851
Pontiac,Montana SV6,2006,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,23,16,1557
Pontiac,Montana SV6,2006,regular unleaded,196,6,AUTOMATIC,all wheel drive,4,Midsize,Passenger Minivan,21,15,210
Pontiac,Montana,2003,regular unleaded,249,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,24,17,210
Pontiac,Montana,2003,regular unleaded,185,6,AUTOMATIC,all wheel drive,4,Midsize,Passenger Minivan,22,16,210
Pontiac,Montana,2003,regular unleaded,185,6,AUTOMATIC,front wheel drive,4,Compact,Passenger Minivan,24,17,210
Pontiac,Montana,2003,regular unleaded,185,6,AUTOMATIC,all wheel drive,4,Midsize,Passenger Minivan,22,16,210
Pontiac,Montana,2003,regular unleaded,185,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,24,17,210
Pontiac,Montana,2003,regular unleaded,185,6,AUTOMATIC,front wheel drive,4,Compact,Passenger Minivan,26,17,210
Pontiac,Montana,2003,regular unleaded,185,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,24,17,210
Pontiac,Montana,2004,regular unleaded,185,6,AUTOMATIC,front wheel drive,4,Compact,Passenger Minivan,24,17,210
Pontiac,Montana,2004,regular unleaded,185,6,AUTOMATIC,all wheel drive,4,Midsize,Passenger Minivan,22,16,210
Pontiac,Montana,2004,regular unleaded,185,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,24,17,210
Pontiac,Montana,2004,regular unleaded,249,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,24,17,210
Pontiac,Montana,2005,regular unleaded,200,6,AUTOMATIC,all wheel drive,4,Midsize,Passenger Minivan,21,15,210
