,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity
4762,Ford,Flex,2017.0,regular unleaded,287.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Wagon,23.0,16.0,5657.0
4763,Ford,Flex,2017.0,regular unleaded,287.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Wagon,,16.0,5657.0
4764,Bentley,Flying Spur,2014.0,flex-fuel (premium unleaded required/E85),616.0,12.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,20.0,12.0,520.0
4765,Bentley,Flying Spur,2015.0,flex-fuel (premium unleaded required/E85),616.0,12.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,20.0,12.0,520.0
4766,Bentley,Flying Spur,2015.0,premium unleaded (required),500.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,24.0,14.0,520.0
4767,Bentley,Flying Spur,2016.0,premium unleaded (required),500.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,24.0,14.0,520.0
4768,Bentley,Flying Spur,2016.0,premium unleaded (required),616.0,12.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,20.0,12.0,520.0
4769,Ford,Focus RS,2017.0,premium unleaded (recommended),350.0,4.0,MANUAL,all wheel drive,4.0,Compact,4dr Hatchback,25.0,19.0,5657.0
4770,Ford,Focus ST,2015.0,premium unleaded (recommended),252.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,32.0,23.0,5657.0
4771,Ford,Focus ST,2016.0,premium unleaded (recommended),252.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31.0,22.0,5657.0
4772,Ford,Focus,2017.0,premium unleaded (recommended),252.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31.0,22.0,5657.0
4773,Ford,Focus,2015.0,flex-fuel (unleaded/E85),160.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,36.0,26.0,5657.0
4774,Ford,Focus,2015.0,flex-fuel (unleaded/E85),160.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,36.0,26.0,5657.0
4775,Ford,Focus,2015.0,flex-fuel (unleaded/E85),160.0,4.0,AUTOMATED_MANUAL,front wheel drive,,Compact,Sedan,40.0,27.0,5657.0
4776,Ford,Focus,2015.0,flex-fuel (unleaded/E85),160.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,36.0,26.0,5657.0
4777,Ford,Focus,2015.0,flex-fuel (unleaded/E85),160.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,40.0,27.0,5657.0
4778,Ford,Focus,2015.0,electric,,0.0,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,99.0,110.0,5657.0
4779,Ford,Focus,2016.0,flex-fuel (unleaded/E85),160.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,36.0,26.0,5657.0
4780,Ford,Focus,2016.0,flex-fuel (unleaded/E85),160.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,40.0,27.0,5657.0
4781,Ford,Focus,2016.0,electric,160.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,40.0,27.0,5657.0
4782,Ford,Focus,2016.0,electric,,,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,99.0,110.0,5657.0
4783,Ford,Focus,2016.0,flex-fuel (unleaded/E85),160.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,36.0,26.0,5657.0
4784,Ford,Focus,2016.0,flex-fuel (unleaded/E85),160.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,36.0,26.0,5657.0
4785,Ford,Focus,2017.0,flex-fuel (unleaded/E85),160.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,40.0,27.0,5657.0
4786,Ford,Focus,2017.0,regular unleaded,123.0,3.0,MANUAL,front wheel drive,4.0,Compact,Sedan,42.0,30.0,5657.0
4787,Ford,Focus,2017.0,flex-fuel (unleaded/E85),160.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,36.0,26.0,5657.0
4788,Ford,Focus,2017.0,flex-fuel (unleaded/E85),160.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,40.0,27.0,5657.0
4789,Ford,Focus,2017.0,flex-fuel (unleaded/E85),160.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,40.0,27.0,5657.0
4790,Ford,Focus,2017.0,flex-fuel (unleaded/E85),160.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,40.0,27.0,5657.0
4791,Ford,Focus,2017.0,electric,,0.0,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,99.0,110.0,5657.0
4792,Ford,Focus,2017.0,flex-fuel (unleaded/E85),160.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,40.0,27.0,5657.0
4793,Suzuki,Forenza,2006.0,regular unleaded,126.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,27.0,19.0,481.0
4794,Suzuki,Forenza,2006.0,regular unleaded,126.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,28.0,20.0,481.0
4795,Suzuki,Forenza,2006.0,regular unleaded,126.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,27.0,19.0,481.0
4796,Suzuki,Forenza,2006.0,regular unleaded,126.0,4.0,MANUAL,front wheel drive,,Compact,Sedan,28.0,20.0,481.0
4797,Suzuki,Forenza,2006.0,regular unleaded,126.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,28.0,19.0,481.0
4798,Suzuki,Forenza,2006.0,regular unleaded,126.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,27.0,19.0,481.0
4799,Suzuki,Forenza,2006.0,regular unleaded,126.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,28.0,19.0,481.0
4800,Suzuki,Forenza,2006.0,regular unleaded,126.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,27.0,19.0,481.0
4801,Suzuki,Forenza,2007.0,regular unleaded,,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,27.0,19.0,481.0
4802,Suzuki,Forenza,2007.0,regular unleaded,127.0,,MANUAL,front wheel drive,4.0,Compact,Wagon,27.0,19.0,
4803,Suzuki,Forenza,2007.0,regular unleaded,127.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,27.0,19.0,481.0
4804,Suzuki,Forenza,2007.0,regular unleaded,127.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,28.0,19.0,481.0
4805,Suzuki,Forenza,2007.0,regular unleaded,127.0,,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,27.0,19.0,481.0
4806,Suzuki,Forenza,2007.0,regular unleaded,127.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,28.0,19.0,481.0
4807,Suzuki,Forenza,2007.0,regular unleaded,127.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,28.0,20.0,481.0
4808,Suzuki,Forenza,2007.0,regular unleaded,127.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,28.0,20.0,481.0
4809,Suzuki,Forenza,2007.0,regular unleaded,127.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,28.0,19.0,
4810,Suzuki,Forenza,2007.0,regular unleaded,127.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,28.0,20.0,481.0
4811,Suzuki,Forenza,2007.0,regular unleaded,127.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,28.0,20.0,481.0
4812,Suzuki,Forenza,2007.0,regular unleaded,127.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,27.0,19.0,481.0
4813,Suzuki,Forenza,2007.0,regular unleaded,127.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,27.0,19.0,
4814,Suzuki,Forenza,2007.0,regular unleaded,127.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,27.0,19.0,481.0
4815,Suzuki,Forenza,2007.0,regular unleaded,,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,27.0,19.0,481.0
4816,Suzuki,Forenza,2007.0,regular unleaded,127.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,28.0,19.0,481.0
4817,Suzuki,Forenza,2008.0,regular unleaded,127.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,28.0,19.0,481.0
4818,Suzuki,Forenza,2008.0,regular unleaded,,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,27.0,19.0,481.0
4819,Suzuki,Forenza,2008.0,regular unleaded,127.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,27.0,19.0,481.0
4820,Suzuki,Forenza,2008.0,regular unleaded,127.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,27.0,19.0,481.0
4821,Suzuki,Forenza,2008.0,regular unleaded,127.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,28.0,19.0,481.0
4822,Suzuki,Forenza,2008.0,regular unleaded,127.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,28.0,19.0,481.0
4823,Suzuki,Forenza,2008.0,regular unleaded,127.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,28.0,20.0,481.0
4824,Suzuki,Forenza,2008.0,regular unleaded,127.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,27.0,19.0,481.0
4825,Suzuki,Forenza,2008.0,regular unleaded,127.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,28.0,20.0,481.0
4826,Suzuki,Forenza,2008.0,regular unleaded,127.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,27.0,19.0,481.0
4827,Subaru,Forester,2015.0,premium unleaded (required),250.0,4.0,AUTOMATIC,all wheel drive,,Midsize,4dr SUV,28.0,23.0,640.0
4828,Subaru,Forester,2015.0,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,32.0,24.0,640.0
4829,Subaru,Forester,,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,29.0,22.0,640.0
4830,Subaru,Forester,2015.0,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,32.0,24.0,640.0
4831,Subaru,Forester,2015.0,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,32.0,24.0,640.0
4832,Subaru,Forester,2015.0,premium unleaded (required),170.0,4.0,MANUAL,all wheel drive,4.0,Midsize,4dr SUV,29.0,22.0,640.0
4833,Subaru,Forester,2015.0,premium unleaded (required),250.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,28.0,23.0,640.0
4834,Subaru,Forester,2015.0,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,32.0,24.0,640.0
4835,Subaru,Forester,2016.0,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,32.0,24.0,640.0
4836,Subaru,Forester,2016.0,regular unleaded,170.0,4.0,MANUAL,all wheel drive,4.0,Midsize,4dr SUV,29.0,22.0,640.0
4837,Subaru,Forester,2016.0,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,32.0,24.0,640.0
4838,Subaru,Forester,2016.0,regular unleaded,250.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,28.0,23.0,640.0
4839,Subaru,Forester,2016.0,regular unleaded,170.0,4.0,MANUAL,all wheel drive,4.0,Midsize,4dr SUV,,22.0,640.0
4840,Subaru,Forester,2016.0,premium unleaded (required),250.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,28.0,23.0,640.0
4841,Subaru,Forester,2016.0,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,32.0,24.0,640.0
4842,Subaru,Forester,2016.0,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,,Midsize,4dr SUV,32.0,24.0,640.0
4843,Subaru,Forester,2017.0,premium unleaded (required),250.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,27.0,23.0,640.0
4844,Subaru,Forester,2017.0,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,32.0,26.0,640.0
4845,Subaru,Forester,2017.0,premium unleaded (required),250.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,27.0,23.0,640.0
4846,Subaru,Forester,2017.0,regular unleaded,170.0,4.0,MANUAL,all wheel drive,4.0,Midsize,4dr SUV,28.0,22.0,640.0
4847,Subaru,Forester,2017.0,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,32.0,26.0,640.0
4848,Subaru,Forester,2017.0,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,32.0,26.0,640.0
4849,Subaru,Forester,2017.0,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,32.0,26.0,640.0
4850,Subaru,Forester,2017.0,regular unleaded,170.0,4.0,MANUAL,all wheel drive,4.0,Midsize,4dr SUV,28.0,22.0,640.0
4851,Kia,Forte,2015.0,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,34.0,25.0,1720.0
4852,Kia,Forte,2015.0,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Coupe,36.0,25.0,1720.0
4853,Kia,Forte,2015.0,regular unleaded,173.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,33.0,24.0,1720.0
4854,Kia,Forte,,regular unleaded,201.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,29.0,21.0,1720.0
4855,Kia,Forte,2015.0,regular unleaded,201.0,,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,29.0,21.0,1720.0
4856,Kia,Forte,2015.0,regular unleaded,145.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,39.0,26.0,1720.0
4857,Kia,Forte,2015.0,regular unleaded,145.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,37.0,25.0,1720.0
4858,Kia,Forte,2015.0,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,33.0,25.0,1720.0
4859,Kia,Forte,2015.0,regular unleaded,201.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,29.0,22.0,1720.0
4860,Kia,Forte,2015.0,regular unleaded,201.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,30.0,22.0,1720.0
4861,Kia,Forte,2016.0,regular unleaded,201.0,4.0,MANUAL,front wheel drive,,Compact,Coupe,29.0,22.0,1720.0
4862,Kia,Forte,2016.0,regular unleaded,145.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,37.0,25.0,1720.0
4863,Kia,Forte,2016.0,regular unleaded,,4.0,AUTOMATIC,front wheel drive,,Compact,4dr Hatchback,29.0,21.0,1720.0
4864,Kia,Forte,2016.0,regular unleaded,201.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,30.0,22.0,1720.0
4865,Kia,Forte,2016.0,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,33.0,25.0,1720.0
4866,Kia,Forte,2016.0,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,33.0,25.0,1720.0
4867,Kia,Forte,2016.0,regular unleaded,173.0,,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,34.0,25.0,1720.0
4868,Kia,Forte,2016.0,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,39.0,26.0,1720.0
4869,Kia,Forte,2016.0,regular unleaded,201.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,29.0,21.0,1720.0
4870,Kia,Forte,2016.0,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,35.0,24.0,1720.0
4871,Kia,Forte,2017.0,regular unleaded,147.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,38.0,29.0,1720.0
4872,Kia,Forte,2017.0,regular unleaded,147.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,38.0,29.0,1720.0
4873,Kia,Forte,2017.0,regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,33.0,25.0,1720.0
4874,Kia,Forte,2017.0,regular unleaded,147.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,34.0,25.0,1720.0
4875,Kia,Forte,2017.0,regular unleaded,164.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,34.0,25.0,1720.0
4876,Kia,Forte,2017.0,regular unleaded,201.0,4.0,MANUAL,front wheel drive,,Compact,4dr Hatchback,29.0,23.0,1720.0
4877,Kia,Forte,2017.0,regular unleaded,201.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,30.0,25.0,1720.0
4878,Kia,Forte,2017.0,regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,34.0,25.0,1720.0
4879,Volkswagen,Fox,1991.0,regular unleaded,81.0,4.0,MANUAL,front wheel drive,,Compact,Sedan,30.0,22.0,873.0
4880,Volkswagen,Fox,1991.0,regular unleaded,81.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,29.0,22.0,873.0
4881,Volkswagen,Fox,1992.0,regular unleaded,81.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,29.0,22.0,873.0
4882,Volkswagen,Fox,1992.0,regular unleaded,81.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,30.0,22.0,873.0
4883,Volkswagen,Fox,1993.0,regular unleaded,81.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,30.0,22.0,873.0
4884,Volkswagen,Fox,1993.0,regular unleaded,81.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,30.0,22.0,873.0
4885,Volkswagen,Fox,1993.0,regular unleaded,81.0,4.0,MANUAL,front wheel drive,4.0,Compact,Coupe,30.0,22.0,873.0
4886,Scion,FR-S,2014.0,premium unleaded (required),200.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,30.0,22.0,105.0
4887,Scion,FR-S,2014.0,premium unleaded (required),200.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,34.0,25.0,105.0
4888,Scion,FR-S,2014.0,premium unleaded (required),200.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,30.0,22.0,105.0
4889,Scion,FR-S,2014.0,premium unleaded (required),200.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,34.0,25.0,105.0
4890,Scion,FR-S,2015.0,premium unleaded (required),200.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,34.0,25.0,105.0
4891,Scion,FR-S,2015.0,premium unleaded (required),200.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,34.0,25.0,105.0
4892,Scion,FR-S,2015.0,premium unleaded (required),200.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,30.0,22.0,105.0
4893,Scion,FR-S,2015.0,premium unleaded (required),200.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,30.0,22.0,105.0
4894,Scion,FR-S,2016.0,premium unleaded (required),200.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,30.0,22.0,105.0
4895,Scion,FR-S,2016.0,premium unleaded (required),200.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,34.0,25.0,105.0
4896,Scion,FR-S,2016.0,premium unleaded (required),200.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,30.0,22.0,105.0
4897,Scion,FR-S,2016.0,premium unleaded (required),200.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,34.0,25.0,105.0
4898,Land Rover,Freelander,2003.0,regular unleaded,174.0,6.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,19.0,15.0,258.0
4899,Land Rover,Freelander,2003.0,regular unleaded,174.0,6.0,AUTOMATIC,all wheel drive,2.0,Compact,2dr SUV,19.0,15.0,258.0
4900,Land Rover,Freelander,2003.0,regular unleaded,174.0,6.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,19.0,15.0,258.0
4901,Land Rover,Freelander,2003.0,regular unleaded,174.0,6.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,19.0,15.0,258.0
4902,Land Rover,Freelander,2004.0,regular unleaded,174.0,6.0,AUTOMATIC,all wheel drive,2.0,Compact,2dr SUV,19.0,16.0,258.0
4903,Land Rover,Freelander,2004.0,regular unleaded,,6.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,19.0,16.0,258.0
4904,Land Rover,Freelander,2004.0,regular unleaded,174.0,6.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,19.0,16.0,258.0
4905,Land Rover,Freelander,2005.0,regular unleaded,174.0,6.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,19.0,16.0,258.0
4906,Land Rover,Freelander,2005.0,regular unleaded,174.0,6.0,AUTOMATIC,all wheel drive,2.0,Compact,2dr SUV,19.0,16.0,258.0
4907,Ford,Freestar,2005.0,regular unleaded,,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,22.0,16.0,5657.0
4908,Ford,Freestar,2005.0,regular unleaded,,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Cargo Minivan,22.0,16.0,5657.0
4909,Ford,Freestar,2005.0,regular unleaded,,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Cargo Minivan,22.0,16.0,5657.0
4910,Ford,Freestar,2005.0,regular unleaded,,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,22.0,16.0,5657.0
4911,Ford,Freestar,2005.0,regular unleaded,,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,21.0,16.0,5657.0
4912,Ford,Freestar,2005.0,regular unleaded,,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,21.0,16.0,5657.0
4913,Ford,Freestar,2006.0,regular unleaded,193.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Cargo Minivan,22.0,16.0,5657.0
4914,Ford,Freestar,2006.0,regular unleaded,201.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,21.0,15.0,5657.0
4915,Ford,Freestar,2006.0,regular unleaded,193.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,22.0,16.0,5657.0
4916,Ford,Freestar,2006.0,regular unleaded,201.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,21.0,15.0,5657.0
4917,Ford,Freestar,2007.0,regular unleaded,201.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,21.0,15.0,5657.0
4918,Ford,Freestar,2007.0,regular unleaded,201.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,21.0,15.0,5657.0
4919,Ford,Freestar,2007.0,regular unleaded,201.0,6.0,AUTOMATIC,front wheel drive,,Midsize,Passenger Minivan,21.0,15.0,5657.0
4920,Ford,Freestar,2007.0,regular unleaded,201.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,21.0,15.0,5657.0
4921,Ford,Freestyle,2005.0,regular unleaded,203.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Wagon,25.0,18.0,5657.0
4922,Ford,Freestyle,2005.0,regular unleaded,203.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Wagon,22.0,17.0,5657.0
4923,Ford,Freestyle,2005.0,regular unleaded,203.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Wagon,25.0,18.0,5657.0
4924,Ford,Freestyle,2005.0,regular unleaded,203.0,,AUTOMATIC,all wheel drive,4.0,Large,Wagon,22.0,17.0,5657.0
4925,Ford,Freestyle,2005.0,regular unleaded,,6.0,AUTOMATIC,front wheel drive,4.0,Large,Wagon,25.0,18.0,5657.0
4926,Ford,Freestyle,2005.0,regular unleaded,,6.0,AUTOMATIC,all wheel drive,4.0,Large,Wagon,22.0,17.0,5657.0
4927,Ford,Freestyle,2006.0,regular unleaded,203.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Wagon,22.0,17.0,5657.0
4928,Ford,Freestyle,2006.0,regular unleaded,203.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Wagon,25.0,18.0,5657.0
4929,Ford,Freestyle,2006.0,regular unleaded,203.0,6.0,AUTOMATIC,front wheel drive,,Large,Wagon,25.0,18.0,5657.0
4930,Ford,Freestyle,2006.0,regular unleaded,203.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Wagon,22.0,17.0,5657.0
4931,Ford,Freestyle,2006.0,regular unleaded,203.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Wagon,22.0,17.0,5657.0
4932,Ford,Freestyle,2006.0,regular unleaded,203.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Wagon,25.0,18.0,5657.0
4933,Ford,Freestyle,2007.0,regular unleaded,203.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Wagon,22.0,17.0,5657.0
4934,Ford,Freestyle,2007.0,regular unleaded,203.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Wagon,25.0,,5657.0
4935,Ford,Freestyle,2007.0,regular unleaded,203.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Wagon,22.0,17.0,5657.0
4936,Ford,Freestyle,2007.0,regular unleaded,203.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Wagon,25.0,,5657.0
4937,Nissan,Frontier,2015.0,regular unleaded,261.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,21.0,15.0,2009.0
4938,Nissan,Frontier,2015.0,regular unleaded,152.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,23.0,17.0,2009.0
4939,Nissan,Frontier,2015.0,regular unleaded,261.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,22.0,16.0,2009.0
4940,Nissan,Frontier,2015.0,regular unleaded,,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,21.0,15.0,
4941,Nissan,Frontier,2015.0,regular unleaded,261.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,21.0,16.0,2009.0
4942,Nissan,Frontier,2015.0,regular unleaded,261.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,21.0,15.0,2009.0
4943,Nissan,Frontier,2015.0,regular unleaded,261.0,6.0,MANUAL,rear wheel drive,4.0,Compact,Crew Cab Pickup,22.0,16.0,2009.0
4944,Nissan,Frontier,2015.0,regular unleaded,261.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,21.0,15.0,2009.0
4945,Nissan,Frontier,2015.0,regular unleaded,152.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,23.0,17.0,2009.0
